"Formula","S1","S2","S4","S5","S6","S7","S8","S9","S10","S12","S13","S14","S15","S17","S18","S19"
"C50H55N","1077605","12677163","3335799","1373467","2778909","6774291","6317369","4069148","3788306","2620896","1580473","4168865","1461492","5357273","1144339","6554716"
"C51H57N","1219541","11148424","3222038","1443866","1458415","7772381","9508764","3332737","4548908","2990340","1074574","2877534","1070671","5373366","1123452","7373561"
"C52H59N","1333596","14092411","3326393","1974139","1144270","9429096","7120575","3023000","5280599","2692289","1927626","2026449","1003400","5365714","1446432","5648407"
"C53H61N","1605539","13589436","2207804","2803932","1859051","8109509","7175090","2799928","6070791","2690898","1767356","2071049","1060910","5733547","1217365","7086257"
"C54H63N","2146225","12797448","2299015","2959378","3152700","10203837","14088207","4101177","6763084","2057657","1556150","2011134","1187060","5416902","2062115","6086081"
"C55H65N","1574004","14966558","3406741","5270496","4494300","8121751","16414498","4005872","8623883","2309844","1448133","1178780","1282753","5827952","2027417","5420004"
"C56H67N","1400214","13428473","2516267","3709080","6082268","11575446","17301024","3291167","8380009","1991469","1345318","1254507","1419923","6698693","1767648","5991107"
"C57H69N","1171329","15594995","2703171","4479257","5694292","9204224","14990396","2710732","11031691","2018352","1684481","4289106","1352370","5307627","2666206","7271906"
"C58H71N","1680224","12866668","1745737","4874739","5805317","12329219","19043492","2843626","8626544","2077439","1542814","4686876","1238565","5416195","2663961","5043397"
"C59H73N","1188262","12436165","2474840","5672008","7491380","10143371","17482926","3065644","11517907","2104185","1545670","3582415","1223411","5728032","2808602","5384957"
"C60H75N","1070006","14100802","1908640","5240013","8920674","11236280","17436438","3029423","10956235","1948506","1952473","5861795","1502717","3841473","3005025","5020908"
"C61H77N","1262230","15247330","2174536","6099764","11640591","13842859","19970662","2933356","10645870","1485675","1754941","5323395","1493079","4375365","2531853","3910541"
"C62H79N","1202086","12742301","2415710","5991523","10672636","10404197","20483364","1941714","12468480","1085815","1321294","8116797","1723043","4774411","4164592","4151266"
"C63H81N","1077823","13636972","1429633","6328234","13078582","11750073","20438540","2464770","12244267","1484887","2039592","7829621","1208271","3323317","2849245","5508842"
"C65H85N","1049524","11601027","1588804","5589983","11588523","13733068","21595458","2673871","13922387","2164329","2367387","8883922","1132753","3872926","2814885","4417803"
"C39H31N","1290277","9432280","1278194","5806549","14546503","10919620","18946946","2748946","12098793","2310049","2204521","9665953","1391302","3512184","3551016","4215992"
"C40H33N","1212933","11102088","1413514","4820076","10534402","10409925","21500296","2474939","13561154","1918541","2151768","12163571","1226971","3386104","3420247","3075582"
"C41H35N","1113022","11920813","1667054","5372818","14604918","12171143","17672200","2248513","16279906","3235005","1831278","10770580","1173978","3940021","4243745","2489069"
"C42H37N","1084969","6665212","1246905","4378145","11173222","10735396","16904030","2021812","12857067","2722876","1136775","13214290","1241175","2769087","3356536","1975212"
"C43H39N","1288677","7587115","1709507","4361980","11335867","10624998","19916596","1787412","11756385","2919895","1488293","10968981","1110186","2197109","3545554","2384434"
"C44H41N","1218135","6837082","2451086","4286723","13164124","11080472","20496164","1763832","12590165","2979726","1341899","13993656","1622332","2073911","3207529","2596383"
"C45H43N","1186313","5783721","3085444","2793156","12021705","11456986","14462666","2100079","10723721","3238235","1338584","11199849","1294478","1675427","3178374","2234657"
"C46H45N","1616588","5004101","2951914","3579254","12708869","10359615","15711702","2006135","10898928","2511672","1393436","12491094","1180867","2157956","3128690","2567909"
"C47H47N","1146202","4801957","2911391","3260929","14684449","9399534","12360899","1825250","10618050","2788113","1561944","12226706","1001601","2182397","2985833","2100931"
"C48H49N","1180466","5133926","2827795","3929932","10747180","7984262","11990131","1516666","10776881","2970834","1096427","12528715","1211542","1806131","3157868","1651899"
"C49H51N","1497875","4861987","2934507","3492940","11482684","8306599","13555142","1445716","9954432","4106340","1237823","12920627","1605493","1854632","2215731","1596531"
"C50H53N","1287149","4699587","3748306","2709865","10523652","8565990","12806558","1749248","8043495","2801564","1462644","9438204","1158806","1414655","1771126","1143806"
"C51H55N","1551328","3601766","4063118","2480791","10764486","7513514","11667493","2538203","7042072","2918458","1255197","12078364","1267416","1544563","2755953","1443676"
"C52H57N","1349440","3181372","3774518","2091105","10346240","7476185","10256388","2730409","7610824","3038722","1369675","12644857","1277694","1429464","2062854","2554234"
"C53H59N","1071135","3133309","3801066","2576976","11065649","7049563","8136624","2273801","7332442","2016518","1591298","14643163","1073011","1286953","2039909","2899272"
"C54H61N","1249927","1987620","5016782","1915321","10678619","6033424","8537504","2787241","8086853","2267385","2243843","11199487","1170645","2570980","2047681","3878430"
"C55H63N","1091603","1243526","3952984","1857077","9264578","5718323","7264362","3133243","6744682","3118090","1296129","11164616","1428215","2603585","1521022","3574981"
"C56H65N","1075309","1317458","3955273","3176762","8655595","5838206","6578180","3372420","5943721","3322472","1534633","10883003","1291033","2932412","1858541","4780002"
"C57H67N","1207338","2841731","4637797","3058708","8033628","4923810","6845752","3148892","5253956","3057804","1912501","9773944","1155402","3887771","1670564","4224696"
"C59H71N","1209500","3871467","4249662","4651642","7141786","4132436","6456537","2777499","5730623","2496972","1500706","11817660","1116269","3837814","1520868","5136987"
"C61H75N","1490942","4468406","3338554","5435949","8293942","4545441","5576630","3363692","5060130","2965289","2283078","10080568","1054978","3770980","1159251","4767866"
"C64H81N","1368109","6225519","3378772","7107327","7163316","4177732","4790914","2151274","3038324","2221490","1715593","8279981","1004571","4062611","1362972","5068478"
"C68H89N","1075550","5580107","3367560","6030374","6494985","3731054","4621731","2160539","2820717","1710956","1741901","6414021","1181503","4652070","1294628","6279086"
"C75H103N","1232133","8219703","3808676","6174688","6668591","3881553","3384692","2372608","2710569","2193168","1481206","6479581","1539508","4476736","1821474","6146586"
"C26H3N","1254557","9001532","3973432","6608561","6124256","2389048","2980430","2742996","2943198","3564893","2066534","5669970","1144323","4282415","1865159","5237273"
"C40H31N","1402025","8414289","3297042","8364621","4518024","1952171","3168387","2695513","3390401","2526200","1750624","5750852","1031607","5006959","1771797","6043073"
"C43H37N","1079368","8899596","3653857","10446442","5200194","1790065","4038641","2675847","2765841","2614959","1328803","5937492","1052256","4556670","2025494","5389114"
"C44H39N","1184789","9875057","3895893","9594162","4235299","1838188","2584607","1888151","1525103","2456707","1563363","5213779","1550721","5655262","1983822","7076387"
"C45H41N","1184615","9633379","2986340","10931775","3504195","1658496","2166930","1588240","1714103","1202796","1587420","4029967","1265431","4546732","2310382","5139305"
"C46H43N","1211274","9747141","2865653","9429092","4734155","1920839","2201806","2110399","1779910","1912316","1730961","3949770","1293717","4835835","2373836","5880838"
"C47H45N","1140859","7839437","2455567","10346101","3719443","1535509","3006131","1929851","2292344","2067177","1540706","3661566","1071359","4913137","2055098","6188278"
"C48H47N","1417428","13322795","2015318","7586635","3323004","1511909","2735739","1750913","1215090","1538646","1108260","2914793","1037201","4755378","2348682","4728563"
"C49H49N","1200016","10693791","3041704","10332825","2061359","1309361","7934372","1751176","1252910","1574859","1221321","3104457","1046698","5325210","2861081","6064575"
"C50H51N","1096501","14140901","3015907","7567665","1896149","1076777","9811820","1497246","1281315","1402894","1199083","2239872","1033336","4210754","2596693","6109405"
"C51H53N","1116106","12529128","2537594","7583730","1695255","1106329","9089454","2093773","1197259","1566812","1062107","2797553","1023618","3922440","2328622","4436944"
"C52H55N","1065445","15144188","2151943","8004545","1400690","1544005","10998777","1588735","1218385","1622441","1138644","2863714","1028527","4726091","2277013","4415011"
"C53H57N","1086646","12841858","1703812","5399367","1442890","2336281","8234972","1902425","1201693","1494653","1117762","2834709","1265410","3752267","2821852","4395020"
"C54H59N","1127070","12329434","1865634","6465512","7279886","4192478","14514820","2028503","2713951","2204984","1487037","1204415","1284311","3446820","2358322","3944068"
"C55H61N","1068357","13697105","1858664","7234186","7529535","6141614","15724145","1687669","3147767","1729708","1315703","1652655","1001868","3501197","1995230","3739274"
"C56H63N","1162792","15152876","2124826","6799380","5656572","5022109","16425426","1387458","4606833","1996582","1917364","2352210","1223343","3782967","2340138","4943135"
"C57H65N","1096682","14138788","2187484","6048627","3597813","6266322","14899165","1313334","3817097","2283710","1353437","3638704","1295936","2777118","1509030","3506911"
"C59H69N","1171036","12833905","2289594","5223608","6166428","6889161","18955202","1626916","3632691","2459504","1226070","7427996","1044551","2056627","1698945","3849841"
"C60H71N","1097595","12372849","1389125","4111812","6047852","7375362","17462104","1985019","4787171","1511995","1642952","5816764","1355838","2103381","2151029","2664933"
"C61H73N","1578702","10451847","1889038","4930720","5803313","5902524","17202560","1983088","5977555","2735127","1156400","6814547","1031698","1928547","1907256","2680137"
"C62H75N","1069585","12056014","1227926","4391766","7040756","8381771","17838278","2364209","7106100","2247666","1718094","7430663","1221076","2219620","1967066","3078838"
"C63H77N","1166002","11518819","1694567","3969410","8468532","6507515","17537968","2823150","6849839","2356151","1500131","9860735","1236311","1680377","1987853","2260671"
"C44H37N","1217336","9884961","1516592","3023247","9929331","9882384","17448162","2316393","9172713","2935634","1464663","11262246","1035187","1758321","1963012","2648817"
"C45H39N","1826656","7928324","1026844","2481779","8398012","7644366","20177996","2807160","6778739","2414746","1162811","12595508","1092704","2240464","2161905","1527826"
"C46H41N","1663610","7528492","1146741","2828577","11290269","10166303","17658532","2651893","8589756","2787667","1480592","11547508","1127871","1297634","1535780","2116546"
"C50H49N","1787354","6658489","1610396","2774159","8868358","8473035","20000934","2221289","9298914","3004733","1246809","15055027","1380020","1639280","1570019","1687149"
"C52H53N","2584000","6918354","1398496","3300942","12786914","8211188","15838987","1714368","9222137","2323020","1638671","11883906","1015670","3060084","1411886","2966783"
"C53H55N","2684205","5658596","1980695","4180794","9182497","12073145","15947334","2609793","10477613","2465786","1105268","16120964","1150212","2256870","1151636","2485046"
"C60H69N","3525809","5531018","3038617","5544309","11551222","9125931","19334672","2173999","8690864","2658422","1055926","13233002","1186447","2814572","1241661","3547329"
"C62H73N","2121242","5180511","2007438","4208883","9873664","10146129","19693058","2440325","11839447","2812401","1479458","13213665","1162013","2904907","2307024","3274532"
